version,data_format,request,response,response_hex,address,expected,actual,match,eeprom_read_events,event_details,steps,error
2.06,0x05,AR00,AR0064\x0A,41 52 30 30 36 34 0A,0x00,0x64,0x64,yes,1,EEPROM[0x00],777,
2.06,0x05,AR01,AR013d\x0A,41 52 30 31 33 64 0A,0x01,0x3D,0x3D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x01],1128,
2.06,0x05,AR96,AR9608\x0A,41 52 39 36 30 38 0A,0x96,0x08,0x08,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x96],1127,
2.06,0x05,AR97,AR972d\x0A,41 52 39 37 32 64 0A,0x97,0x2D,0x2D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x97],1192,
2.06,0x05,AR98,AR9852\x0A,41 52 39 38 35 32 0A,0x98,0x52,0x52,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x98],1131,
2.06,0x05,AR99,AR9977\x0A,41 52 39 39 37 37 0A,0x99,0x77,0x77,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x99],1192,
2.06,0x05,AR9A,AR9a9c\x0A,41 52 39 61 39 63 0A,0x9A,0x9C,0x9C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x9A],1131,
2.06,0x05,AR9B,AR9bc1\x0A,41 52 39 62 63 31 0A,0x9B,0xC1,0xC1,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x9B],1196,
2.06,0x05,AR9C,AR9ce6\x0A,41 52 39 63 65 36 0A,0x9C,0xE6,0xE6,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x9C],1196,
2.06,0x05,AR9D,AR9d0b\x0A,41 52 39 64 30 62 0A,0x9D,0x0B,0x0B,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x9D],1131,
2.06,0x05,AR9E,AR9e30\x0A,41 52 39 65 33 30 0A,0x9E,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x9E],1196,
2.06,0x05,AR9F,AR9f55\x0A,41 52 39 66 35 35 0A,0x9F,0x55,0x55,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x9F],1136,
2.06,0x05,ARA0,ARa07a\x0A,41 52 61 30 37 61 0A,0xA0,0x7A,0x7A,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xA0],1196,
2.06,0x05,ARA1,ARa19f\x0A,41 52 61 31 39 66 0A,0xA1,0x9F,0x9F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xA1],1131,
2.06,0x05,ARA2,ARa2c4\x0A,41 52 61 32 63 34 0A,0xA2,0xC4,0xC4,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xA2],1196,
2.06,0x05,ARA3,ARa3e9\x0A,41 52 61 33 65 39 0A,0xA3,0xE9,0xE9,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xA3],1131,
2.06,0x05,ARA4,ARa40e\x0A,41 52 61 34 30 65 0A,0xA4,0x0E,0x0E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xA4],1196,
2.06,0x05,ARA5,ARa533\x0A,41 52 61 35 33 33 0A,0xA5,0x33,0x33,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xA5],1196,
2.06,0x05,ARA6,ARa658\x0A,41 52 61 36 35 38 0A,0xA6,0x58,0x58,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xA6],1137,
2.06,0x05,ARA7,ARa77d\x0A,41 52 61 37 37 64 0A,0xA7,0x7D,0x7D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xA7],1196,
2.06,0x05,ARA8,ARa8a2\x0A,41 52 61 38 61 32 0A,0xA8,0xA2,0xA2,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xA8],1131,
2.06,0x05,ARA9,ARa9c7\x0A,41 52 61 39 63 37 0A,0xA9,0xC7,0xC7,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xA9],1196,
2.06,0x05,ARAA,ARaaec\x0A,41 52 61 61 65 63 0A,0xAA,0xEC,0xEC,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xAA],1135,
2.06,0x05,ARAB,ARab11\x0A,41 52 61 62 31 31 0A,0xAB,0x11,0x11,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xAB],1200,
2.06,0x05,ARAC,ARac36\x0A,41 52 61 63 33 36 0A,0xAC,0x36,0x36,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xAC],1200,
2.06,0x05,ARAD,ARad5b\x0A,41 52 61 64 35 62 0A,0xAD,0x5B,0x5B,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xAD],1143,
2.06,0x05,ARAE,ARae80\x0A,41 52 61 65 38 30 0A,0xAE,0x80,0x80,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xAE],1199,
2.06,0x05,ARAF,ARafa5\x0A,41 52 61 66 61 35 0A,0xAF,0xA5,0xA5,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xAF],1135,
2.06,0x05,ARB0,ARb0ca\x0A,41 52 62 30 63 61 0A,0xB0,0xCA,0xCA,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xB0],1196,
2.06,0x05,ARB1,ARb1ef\x0A,41 52 62 31 65 66 0A,0xB1,0xEF,0xEF,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xB1],1196,
2.06,0x05,ARB2,ARb214\x0A,41 52 62 32 31 34 0A,0xB2,0x14,0x14,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xB2],1131,
2.06,0x05,ARB3,ARb339\x0A,41 52 62 33 33 39 0A,0xB3,0x39,0x39,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xB3],1197,
2.06,0x05,ARB4,ARb45e\x0A,41 52 62 34 35 65 0A,0xB4,0x5E,0x5E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xB4],1131,
2.06,0x05,ARB5,ARb583\x0A,41 52 62 35 38 33 0A,0xB5,0x83,0x83,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xB5],1200,
2.06,0x05,ARB6,ARb6a8\x0A,41 52 62 36 61 38 0A,0xB6,0xA8,0xA8,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xB6],1131,
2.06,0x05,ARB7,ARb7cd\x0A,41 52 62 37 63 64 0A,0xB7,0xCD,0xCD,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xB7],1196,
2.06,0x05,ARB8,ARb8f2\x0A,41 52 62 38 66 32 0A,0xB8,0xF2,0xF2,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xB8],1131,
2.06,0x05,ARB9,ARb917\x0A,41 52 62 39 31 37 0A,0xB9,0x17,0x17,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xB9],1196,
2.06,0x05,ARBA,ARba3c\x0A,41 52 62 61 33 63 0A,0xBA,0x3C,0x3C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xBA],1200,
2.06,0x05,ARBB,ARbb61\x0A,41 52 62 62 36 31 0A,0xBB,0x61,0x61,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xBB],1135,
2.06,0x05,ARBC,ARbc86\x0A,41 52 62 63 38 36 0A,0xBC,0x86,0x86,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xBC],1205,
2.06,0x05,ARBD,ARbdab\x0A,41 52 62 64 61 62 0A,0xBD,0xAB,0xAB,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xBD],1135,
2.06,0x05,ARBE,ARbed0\x0A,41 52 62 65 64 30 0A,0xBE,0xD0,0xD0,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xBE],1200,
2.06,0x05,ARBF,ARbff5\x0A,41 52 62 66 66 35 0A,0xBF,0xF5,0xF5,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xBF],1200,
2.06,0x05,ARC0,ARc01a\x0A,41 52 63 30 31 61 0A,0xC0,0x1A,0x1A,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC0],1131,
2.06,0x05,ARC1,ARc13f\x0A,41 52 63 31 33 66 0A,0xC1,0x3F,0x3F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC1],1196,
2.06,0x05,ARC2,ARc264\x0A,41 52 63 32 36 34 0A,0xC2,0x64,0x64,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC2],1131,
2.06,0x05,ARC3,ARc389\x0A,41 52 63 33 38 39 0A,0xC3,0x89,0x89,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC3],1202,
2.06,0x05,ARC4,ARc4ae\x0A,41 52 63 34 61 65 0A,0xC4,0xAE,0xAE,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC4],1131,
2.06,0x05,ARC5,ARc5d3\x0A,41 52 63 35 64 33 0A,0xC5,0xD3,0xD3,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC5],1196,
2.06,0x05,ARC6,ARc6f8\x0A,41 52 63 36 66 38 0A,0xC6,0xF8,0xF8,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC6],1196,
2.06,0x05,ARC7,ARc71d\x0A,41 52 63 37 31 64 0A,0xC7,0x1D,0x1D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC7],1131,
2.06,0x05,ARC8,ARc842\x0A,41 52 63 38 34 32 0A,0xC8,0x42,0x42,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC8],1196,
2.06,0x05,ARC9,ARc967\x0A,41 52 63 39 36 37 0A,0xC9,0x67,0x67,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC9],1131,
2.06,0x05,ARCA,ARca8c\x0A,41 52 63 61 38 63 0A,0xCA,0x8C,0x8C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCA],1208,
2.06,0x05,ARCB,ARcbb1\x0A,41 52 63 62 62 31 0A,0xCB,0xB1,0xB1,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCB],1134,
2.06,0x05,ARCC,ARccd6\x0A,41 52 63 63 64 36 0A,0xCC,0xD6,0xD6,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCC],1200,
2.06,0x05,ARCD,ARcdfb\x0A,41 52 63 64 66 62 0A,0xCD,0xFB,0xFB,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCD],1200,
2.06,0x05,ARCE,ARce20\x0A,41 52 63 65 32 30 0A,0xCE,0x20,0x20,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCE],1135,
2.06,0x05,ARCF,ARcf45\x0A,41 52 63 66 34 35 0A,0xCF,0x45,0x45,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCF],1200,
2.06,0x05,ARD0,ARd06a\x0A,41 52 64 30 36 61 0A,0xD0,0x6A,0x6A,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD0],1131,
2.06,0x05,ARD1,ARd18f\x0A,41 52 64 31 38 66 0A,0xD1,0x8F,0x8F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD1],1196,
2.06,0x05,ARD2,ARd2b4\x0A,41 52 64 32 62 34 0A,0xD2,0xB4,0xB4,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD2],1135,
2.06,0x05,ARD3,ARd3d9\x0A,41 52 64 33 64 39 0A,0xD3,0xD9,0xD9,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD3],1196,
2.06,0x05,ARD4,ARd4fe\x0A,41 52 64 34 66 65 0A,0xD4,0xFE,0xFE,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD4],1196,
2.06,0x05,ARD5,ARd523\x0A,41 52 64 35 32 33 0A,0xD5,0x23,0x23,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD5],1131,
2.06,0x05,ARD6,ARd648\x0A,41 52 64 36 34 38 0A,0xD6,0x48,0x48,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD6],1196,
2.06,0x05,ARD7,ARd76d\x0A,41 52 64 37 36 64 0A,0xD7,0x6D,0x6D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD7],1131,
2.06,0x05,ARD8,ARd892\x0A,41 52 64 38 39 32 0A,0xD8,0x92,0x92,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD8],1196,
2.06,0x05,ARD9,ARd9b7\x0A,41 52 64 39 62 37 0A,0xD9,0xB7,0xB7,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD9],1136,
2.06,0x05,ARDA,ARdadc\x0A,41 52 64 61 64 63 0A,0xDA,0xDC,0xDC,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDA],1200,
2.06,0x05,ARDB,ARdb01\x0A,41 52 64 62 30 31 0A,0xDB,0x01,0x01,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDB],1200,
2.06,0x05,ARDC,ARdc26\x0A,41 52 64 63 32 36 0A,0xDC,0x26,0x26,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDC],1135,
2.06,0x05,ARDD,ARdd4b\x0A,41 52 64 64 34 62 0A,0xDD,0x4B,0x4B,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDD],1200,
2.06,0x05,ARDE,ARde70\x0A,41 52 64 65 37 30 0A,0xDE,0x70,0x70,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDE],1135,
2.06,0x05,ARDF,ARdf95\x0A,41 52 64 66 39 35 0A,0xDF,0x95,0x95,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDF],1200,
2.06,0x05,ARE0,ARe0ba\x0A,41 52 65 30 62 61 0A,0xE0,0xBA,0xBA,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE0],1137,
2.06,0x05,ARE1,ARe1df\x0A,41 52 65 31 64 66 0A,0xE1,0xDF,0xDF,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE1],1196,
2.06,0x05,ARE2,ARe204\x0A,41 52 65 32 30 34 0A,0xE2,0x04,0x04,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE2],1196,
2.06,0x05,ARE3,ARe329\x0A,41 52 65 33 32 39 0A,0xE3,0x29,0x29,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE3],1131,
2.06,0x05,ARE4,ARe44e\x0A,41 52 65 34 34 65 0A,0xE4,0x4E,0x4E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE4],1196,
2.06,0x05,ARE5,ARe573\x0A,41 52 65 35 37 33 0A,0xE5,0x73,0x73,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE5],1131,
2.06,0x05,ARE6,ARe698\x0A,41 52 65 36 39 38 0A,0xE6,0x98,0x98,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE6],1196,
2.06,0x05,ARE7,ARe7bd\x0A,41 52 65 37 62 64 0A,0xE7,0xBD,0xBD,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE7],1139,
2.06,0x05,ARE8,ARe8e2\x0A,41 52 65 38 65 32 0A,0xE8,0xE2,0xE2,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE8],1195,
2.06,0x05,ARE9,ARe907\x0A,41 52 65 39 30 37 0A,0xE9,0x07,0x07,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE9],1196,
2.06,0x05,AREA,ARea2c\x0A,41 52 65 61 32 63 0A,0xEA,0x2C,0x2C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xEA],1135,
2.06,0x05,AREB,AReb51\x0A,41 52 65 62 35 31 0A,0xEB,0x51,0x51,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xEB],1201,
2.06,0x05,AREC,ARec76\x0A,41 52 65 63 37 36 0A,0xEC,0x76,0x76,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xEC],1135,
2.06,0x05,ARED,ARed9b\x0A,41 52 65 64 39 62 0A,0xED,0x9B,0x9B,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xED],1200,
2.06,0x05,AREE,AReec0\x0A,41 52 65 65 63 30 0A,0xEE,0xC0,0xC0,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xEE],1135,
2.06,0x05,AREF,ARefe5\x0A,41 52 65 66 65 35 0A,0xEF,0xE5,0xE5,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xEF],1204,
2.06,0x05,ARF0,ARf00a\x0A,41 52 66 30 30 61 0A,0xF0,0x0A,0x0A,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF0],1196,
2.06,0x05,ARF1,ARf12f\x0A,41 52 66 31 32 66 0A,0xF1,0x2F,0x2F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF1],1131,
2.06,0x05,ARF2,ARf254\x0A,41 52 66 32 35 34 0A,0xF2,0x54,0x54,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF2],1196,
2.06,0x05,ARF3,ARf379\x0A,41 52 66 33 37 39 0A,0xF3,0x79,0x79,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF3],1131,
2.06,0x05,ARF4,ARf49e\x0A,41 52 66 34 39 65 0A,0xF4,0x9E,0x9E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF4],1196,
2.06,0x05,ARF5,ARf5c3\x0A,41 52 66 35 63 33 0A,0xF5,0xC3,0xC3,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF5],1131,
2.06,0x05,ARF6,ARf6e8\x0A,41 52 66 36 65 38 0A,0xF6,0xE8,0xE8,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF6],1201,
2.06,0x05,ARF7,ARf70d\x0A,41 52 66 37 30 64 0A,0xF7,0x0D,0x0D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF7],1196,
2.06,0x05,ARF8,ARf832\x0A,41 52 66 38 33 32 0A,0xF8,0x32,0x32,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF8],1131,
2.06,0x05,ARF9,ARf957\x0A,41 52 66 39 35 37 0A,0xF9,0x57,0x57,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF9],1196,
2.06,0x05,ARFA,ARfa7c\x0A,41 52 66 61 37 63 0A,0xFA,0x7C,0x7C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFA],1135,
2.06,0x05,ARFB,ARfba1\x0A,41 52 66 62 61 31 0A,0xFB,0xA1,0xA1,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFB],1200,
2.06,0x05,ARFC,ARfcc6\x0A,41 52 66 63 63 36 0A,0xFC,0xC6,0xC6,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFC],1135,
2.06,0x05,ARFD,ARfdeb\x0A,41 52 66 64 65 62 0A,0xFD,0xEB,0xEB,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFD],1206,
2.06,0x05,ARFE,ARfe10\x0A,41 52 66 65 31 30 0A,0xFE,0x10,0x10,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFE],1200,
2.06,0x05,ARFF,ARff35\x0A,41 52 66 66 33 35 0A,0xFF,0x35,0x35,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFF],1135,
2.70,0x07,AR00,AR009a\x0A,41 52 30 30 39 61 0A,0x00,0x9A,0x9A,yes,1,EEPROM[0x00],768,
2.70,0x07,AR01,AR01f4\x0A,41 52 30 31 66 34 0A,0x01,0xF4,0xF4,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x01],1148,
2.70,0x07,AR02,AR0207\x0A,41 52 30 32 30 37 0A,0x02,0x07,0x07,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x02],1212,
2.70,0x07,AR03,AR0345\x0A,41 52 30 33 34 35 0A,0x03,0x45,0x45,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x03],1212,
2.70,0x07,AR04,AR044d\x0A,41 52 30 34 34 64 0A,0x04,0x4D,0x4D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x04],1147,
2.70,0x07,AR05,AR0555\x0A,41 52 30 35 35 35 0A,0x05,0x55,0x55,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x05],1212,
2.70,0x07,AR06,AR0630\x0A,41 52 30 36 33 30 0A,0x06,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x06],1147,
2.70,0x07,AR07,AR0730\x0A,41 52 30 37 33 30 0A,0x07,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x07],1216,
2.70,0x07,AR08,AR0830\x0A,41 52 30 38 33 30 0A,0x08,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x08],1212,
2.70,0x07,AR09,AR0930\x0A,41 52 30 39 33 30 0A,0x09,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x09],1147,
2.70,0x07,AR0A,AR0a31\x0A,41 52 30 61 33 31 0A,0x0A,0x31,0x31,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0A],1217,
2.70,0x07,AR0B,AR0b30\x0A,41 52 30 62 33 30 0A,0x0B,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0B],1216,
2.70,0x07,AR0C,AR0c31\x0A,41 52 30 63 33 31 0A,0x0C,0x31,0x31,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0C],1151,
2.70,0x07,AR0D,AR0d30\x0A,41 52 30 64 33 30 0A,0x0D,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0D],1216,
2.70,0x07,AR0E,AR0e31\x0A,41 52 30 65 33 31 0A,0x0E,0x31,0x31,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0E],1221,
2.70,0x07,AR0F,AR0f32\x0A,41 52 30 66 33 32 0A,0x0F,0x32,0x32,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0F],1151,
2.70,0x07,AR10,AR1030\x0A,41 52 31 30 33 30 0A,0x10,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x10],1212,
2.70,0x07,AR11,AR1130\x0A,41 52 31 31 33 30 0A,0x11,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x11],1212,
2.70,0x07,AR12,AR1230\x0A,41 52 31 32 33 30 0A,0x12,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x12],1147,
2.70,0x07,AR13,AR134f\x0A,41 52 31 33 34 66 0A,0x13,0x4F,0x4F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x13],1212,
2.70,0x07,AR14,AR1450\x0A,41 52 31 34 35 30 0A,0x14,0x50,0x50,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x14],1212,
2.70,0x07,AR15,AR1545\x0A,41 52 31 35 34 35 0A,0x15,0x45,0x45,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x15],1153,
2.70,0x07,AR16,AR164e\x0A,41 52 31 36 34 65 0A,0x16,0x4E,0x4E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x16],1212,
2.70,0x07,AR17,AR174d\x0A,41 52 31 37 34 64 0A,0x17,0x4D,0x4D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x17],1212,
2.70,0x07,AR18,AR1841\x0A,41 52 31 38 34 31 0A,0x18,0x41,0x41,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x18],1147,
2.70,0x07,AR19,AR1958\x0A,41 52 31 39 35 38 0A,0x19,0x58,0x58,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x19],1212,
2.70,0x07,AR1A,AR1a46\x0A,41 52 31 61 34 36 0A,0x1A,0x46,0x46,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1A],1216,
2.70,0x07,AR1B,AR1b49\x0A,41 52 31 62 34 39 0A,0x1B,0x49,0x49,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1B],1151,
2.70,0x07,AR1C,AR1c52\x0A,41 52 31 63 35 32 0A,0x1C,0x52,0x52,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1C],1224,
2.70,0x07,AR1D,AR1d45\x0A,41 52 31 64 34 35 0A,0x1D,0x45,0x45,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1D],1215,
2.70,0x07,AR1E,AR1e2d\x0A,41 52 31 65 32 64 0A,0x1E,0x2D,0x2D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1E],1151,
2.70,0x07,AR1F,AR1f4c\x0A,41 52 31 66 34 63 0A,0x1F,0x4C,0x4C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1F],1216,
2.70,0x07,AR20,AR2041\x0A,41 52 32 30 34 31 0A,0x20,0x41,0x41,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x20],1212,
2.70,0x07,AR21,AR2142\x0A,41 52 32 31 34 32 0A,0x21,0x42,0x42,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x21],1147,
2.70,0x07,AR22,AR2220\x0A,41 52 32 32 32 30 0A,0x22,0x20,0x20,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x22],1212,
2.70,0x07,AR23,AR2369\x0A,41 52 32 33 36 39 0A,0x23,0x69,0x69,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x23],1147,
2.70,0x07,AR24,AR248e\x0A,41 52 32 34 38 65 0A,0x24,0x8E,0x8E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x24],1216,
2.70,0x07,AR25,AR25b3\x0A,41 52 32 35 62 33 0A,0x25,0xB3,0xB3,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x25],1212,
2.70,0x07,AR26,AR26d8\x0A,41 52 32 36 64 38 0A,0x26,0xD8,0xD8,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x26],1147,
2.70,0x07,AR27,AR27fd\x0A,41 52 32 37 66 64 0A,0x27,0xFD,0xFD,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x27],1212,
2.70,0x07,AR28,AR2822\x0A,41 52 32 38 32 32 0A,0x28,0x22,0x22,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x28],1212,
2.70,0x07,AR29,AR2947\x0A,41 52 32 39 34 37 0A,0x29,0x47,0x47,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x29],1147,
